,id,title,sentence,title_sentence
292,AC-B-00292,갱폼 해체작업 중 갱폼 탈락, 갱폼해체 작업을 위하여 타워 크레인에 지지된 갱폼의 앵커볼트 해체작업을 완료한 후 인접 갱폼으로 이동하던 중 앵커볼트가 기 해체된 갱폼이 탈락하면서 갱폼과 함께 약 38.5m 아래 지상으로 추락하여 사망한 재해임.  ,"갱폼 해체작업 중 갱폼 탈락, 갱폼해체 작업을 위하여 타워 크레인에 지지된 갱폼의 앵커볼트 해체작업을 완료한 후 인접 갱폼으로 이동하던 중 앵커볼트가 기 해체된 갱폼이 탈락하면서 갱폼과 함께 약 38.5m 아래 지상으로 추락하여 사망한 재해임.  "
293,AC-B-00293,교량 단부에서 수직보호망 해체작업 중 추락, 피재자가 아치교량 단부(경사 약 93˚)에 설치된 안전난간 및 수직 보호망 해체작업을 진행하던 중 실족하여 약 12m 아래 바닥으로 추락ㆍ사망한 재해임.  ,"교량 단부에서 수직보호망 해체작업 중 추락, 피재자가 아치교량 단부(경사 약 93˚)에 설치된 안전난간 및 수직 보호망 해체작업을 진행하던 중 실족하여 약 12m 아래 바닥으로 추락ㆍ사망한 재해임.  "
294,AC-B-00294,철골지붕 샌드위치 판넬 설치작업 중 추락," 피재자가 동료작업자 2명과 함께 철골지붕 상부에서 샌드위치 판넬 (11.8×1.0m, t=100mm)설치작업을 진행하던 중 지붕에 기 인양된 판넬에 걸려 몸의 중심을 잃고 약 8.0m 아래 지상바닥으로 추락하여 사망한 재해임.  ","철골지붕 샌드위치 판넬 설치작업 중 추락, 피재자가 동료작업자 2명과 함께 철골지붕 상부에서 샌드위치 판넬 (11.8×1.0m, t=100mm)설치작업을 진행하던 중 지붕에 기 인양된 판넬에 걸려 몸의 중심을 잃고 약 8.0m 아래 지상바닥으로 추락하여 사망한 재해임.  "
295,AC-B-00295,목조건물 골조작업 중 기둥재 전도, 피재자 2명이 A형 사다리 위에서 기둥상부의 창방을 조립하던 중 전도방지용 버팀대가 하중을 이기지 못하고 파손되면서 기둥이 사다리와 함께 전도되어 1명이 사망하고 나머지 1명과 지상에서 보조하던 피재자는 부상당한 재해임.  ,"목조건물 골조작업 중 기둥재 전도, 피재자 2명이 A형 사다리 위에서 기둥상부의 창방을 조립하던 중 전도방지용 버팀대가 하중을 이기지 못하고 파손되면서 기둥이 사다리와 함께 전도되어 1명이 사망하고 나머지 1명과 지상에서 보조하던 피재자는 부상당한 재해임.  "
296,AC-B-00296,우수관로 매설작업 중 굴착법면 붕괴," 피재자 2명이 하수관거 연결작업을 진행하던 중 기존에 매립된 상수관의 파열로 누수가 발생하였고, 이로 인해 불안정해진 굴착법면이 붕괴되어 피재자 2명이 토사에 매몰ㆍ사망한 재해임.  ","우수관로 매설작업 중 굴착법면 붕괴, 피재자 2명이 하수관거 연결작업을 진행하던 중 기존에 매립된 상수관의 파열로 누수가 발생하였고, 이로 인해 불안정해진 굴착법면이 붕괴되어 피재자 2명이 토사에 매몰ㆍ사망한 재해임.  "
297,AC-B-00297,빌라 지붕단부에서 마감작업 중 추락, 피재자가 빌라 지붕 단부에서 동판후레싱 및 아스팔트 슁글재 부착작업을 진행하던 중 몸의 중심을 잃고 약 11m아래 지상으로 추락하여 사망한 재해임.  ,"빌라 지붕단부에서 마감작업 중 추락, 피재자가 빌라 지붕 단부에서 동판후레싱 및 아스팔트 슁글재 부착작업을 진행하던 중 몸의 중심을 잃고 약 11m아래 지상으로 추락하여 사망한 재해임.  "
298,AC-B-00298,하수관로 부설작업 중 굴착법면 붕괴, 하수관로 부설작업을 진행하는 과정에서 매설물(횡단배수로)로 인해 간이흙막이 설치가 불가능함에 따라 피재자가 굴착작업을 진행하던 중 굴착법면이 붕괴ㆍ매몰되어 사망한 재해임.  ,"하수관로 부설작업 중 굴착법면 붕괴, 하수관로 부설작업을 진행하는 과정에서 매설물(횡단배수로)로 인해 간이흙막이 설치가 불가능함에 따라 피재자가 굴착작업을 진행하던 중 굴착법면이 붕괴ㆍ매몰되어 사망한 재해임.  "
299,AC-B-00299,비계 작업발판 위에서 이동 중 추락, 피재자가 AL창틀 보양재 제거작업 후 점심을 먹기 위해 외부 비계 작업발판에서 이동 중 실족하여 약 8.4m아래 지하1층 장비반입구 바닥으로 추락ㆍ사망한 재해임.  ,"비계 작업발판 위에서 이동 중 추락, 피재자가 AL창틀 보양재 제거작업 후 점심을 먹기 위해 외부 비계 작업발판에서 이동 중 실족하여 약 8.4m아래 지하1층 장비반입구 바닥으로 추락ㆍ사망한 재해임.  "
300,AC-B-00300,공장 천장 마감작업 중 추락, 철골공인 피재자가 공장 천정마감재인 철판을 설치ㆍ고정하던 중 가용접 부위가 탈락하면서 철판이 움직임에 따라 몸의 중심을 잃고 약 20m 아래 바닥으로 추락ㆍ사망한 재해임. .  ,"공장 천장 마감작업 중 추락, 철골공인 피재자가 공장 천정마감재인 철판을 설치ㆍ고정하던 중 가용접 부위가 탈락하면서 철판이 움직임에 따라 몸의 중심을 잃고 약 20m 아래 바닥으로 추락ㆍ사망한 재해임. .  "
301,AC-B-00301,해체된 거푸집이 낙하하여 하부에서 작업 중이던 피재자 가격, 지상 4층에서 해체된 거푸집(유로폼)이 탈락되면서 비계상의 수직망을 뚫고 낙하하여 지하 5층에서 자재 하역작업을 하고있던 피재자를 가격ㆍ사망한 재해임.  ,"해체된 거푸집이 낙하하여 하부에서 작업 중이던 피재자 가격, 지상 4층에서 해체된 거푸집(유로폼)이 탈락되면서 비계상의 수직망을 뚫고 낙하하여 지하 5층에서 자재 하역작업을 하고있던 피재자를 가격ㆍ사망한 재해임.  "
302,AC-B-00302,갑작스런 붐 강하로 고소작업차 탑승설비 철골기둥에 충돌ㆍ추락, 도장공인 피재자가 고소작업차의 탑승설비에 탑승하여 철골기둥 내화피복 도장작업을 진행하던 중 갑작스런 붐 강하로 인해 탑승설비가 철골 보조 기둥과 충돌하면서 안전난간이 파손되어 피재자가 약 9m아래 지상 콘크리트 바닥으로 추락ㆍ사망한 재해임.  ,"갑작스런 붐 강하로 고소작업차 탑승설비 철골기둥에 충돌ㆍ추락, 도장공인 피재자가 고소작업차의 탑승설비에 탑승하여 철골기둥 내화피복 도장작업을 진행하던 중 갑작스런 붐 강하로 인해 탑승설비가 철골 보조 기둥과 충돌하면서 안전난간이 파손되어 피재자가 약 9m아래 지상 콘크리트 바닥으로 추락ㆍ사망한 재해임.  "
303,AC-B-00303,경사단부의 전석이 아래로 미끄러져 협착, 피재자 등 2명이 굴삭기를 사용하여 전석쌓기 작업을 진행하던 중 경사면 단부에 놓여 있던 전석이 아래로 미끄러지면서 피재자를 가격하여 협착ㆍ사망한 재해임.  ,"경사단부의 전석이 아래로 미끄러져 협착, 피재자 등 2명이 굴삭기를 사용하여 전석쌓기 작업을 진행하던 중 경사면 단부에 놓여 있던 전석이 아래로 미끄러지면서 피재자를 가격하여 협착ㆍ사망한 재해임.  "
304,AC-B-00304,갱폼 작업발판과 구조물 사이의 개구부로 추락, 피재자가 콘크리트 타설을 위해 천막보양작업을 진행하던 중 지상 4～6층 구간에 설치된 갱폼 작업발판과 구조물간 이격된 개구부(35× 165cm)를 통해 약 9m아래 지상으로 추락한 재해임.  ,"갱폼 작업발판과 구조물 사이의 개구부로 추락, 피재자가 콘크리트 타설을 위해 천막보양작업을 진행하던 중 지상 4～6층 구간에 설치된 갱폼 작업발판과 구조물간 이격된 개구부(35× 165cm)를 통해 약 9m아래 지상으로 추락한 재해임.  "
305,AC-B-00305,BOX형 옹벽 거푸집이 전도되면서 거푸집에 협착, 형틀목공인 피재자가 BOX형 옹벽(높이 4.3～4.08m) 내부 거푸집 설치 후 동바리를 설치하기 위해 주변 자재를 정리하던 중 벽체 내부거푸집이 전도되면서 거푸집에 협착되어 1명이 사망하고 2명이 부상한 재해임.  ,"BOX형 옹벽 거푸집이 전도되면서 거푸집에 협착, 형틀목공인 피재자가 BOX형 옹벽(높이 4.3～4.08m) 내부 거푸집 설치 후 동바리를 설치하기 위해 주변 자재를 정리하던 중 벽체 내부거푸집이 전도되면서 거푸집에 협착되어 1명이 사망하고 2명이 부상한 재해임.  "
306,AC-B-00306,절토비탈면 낙석방지망 설치작업 중 추락, 피재자가 절토비탈면에 낙석방지망을 설치하기 위해 이동식 크레인으로 낙석 방지망을 인양하여 달기구와 망의 결속부위를 절단하는 순간 몸의 중심을 잃고 약 7m아래 지면으로 추락하여 사망한 재해임.  ,"절토비탈면 낙석방지망 설치작업 중 추락, 피재자가 절토비탈면에 낙석방지망을 설치하기 위해 이동식 크레인으로 낙석 방지망을 인양하여 달기구와 망의 결속부위를 절단하는 순간 몸의 중심을 잃고 약 7m아래 지면으로 추락하여 사망한 재해임.  "
307,AC-B-00307,캐노피 상부에서 판유리 운반 중 추락," 피재자가 주유소 캐노피 상부 유리설치작업을 위해 유리압착기를 사용하여 동료근로자와 함께 양쪽에서 판유리(1.99m×1.24m, t=12mm, 약  75kg)를 들고 운반하던 중 유리압착기가 풀리면서 몸의 중심을 잃고 약 6.4m아래 지상으로 추락ㆍ사망한 재해임.  ","캐노피 상부에서 판유리 운반 중 추락, 피재자가 주유소 캐노피 상부 유리설치작업을 위해 유리압착기를 사용하여 동료근로자와 함께 양쪽에서 판유리(1.99m×1.24m, t=12mm, 약  75kg)를 들고 운반하던 중 유리압착기가 풀리면서 몸의 중심을 잃고 약 6.4m아래 지상으로 추락ㆍ사망한 재해임.  "
308,AC-B-00308,로우더로 오수관로 운반 중 낙하, 흙막이 상부에서 로우더로 오수관로 운반작업을 진행하던 중 결속 밴딩이 풀어지면서 관로 12본이 굴착저면부로 낙하하여 흙막이 아래 굴착저면에서 거리측량을 하던 피재자를 강타ㆍ사망한 재해임.  ,"로우더로 오수관로 운반 중 낙하, 흙막이 상부에서 로우더로 오수관로 운반작업을 진행하던 중 결속 밴딩이 풀어지면서 관로 12본이 굴착저면부로 낙하하여 흙막이 아래 굴착저면에서 거리측량을 하던 피재자를 강타ㆍ사망한 재해임.  "
309,AC-B-00309,콘크리트 잔재물 제거작업 중 백호우 버켓에 강타, 아파트 상가동 콘크리트 타설 도중 거푸집 변형에 의해 콘크리트가 흘러내리자 패재자가 흘러내린 콘크리트 잔재물을 백호우 버켓에 삽으로 담으려던 중 갑자기 버켓이 피재자를 가격하여 사망한 재해임.  ,"콘크리트 잔재물 제거작업 중 백호우 버켓에 강타, 아파트 상가동 콘크리트 타설 도중 거푸집 변형에 의해 콘크리트가 흘러내리자 패재자가 흘러내린 콘크리트 잔재물을 백호우 버켓에 삽으로 담으려던 중 갑자기 버켓이 피재자를 가격하여 사망한 재해임.  "
310,AC-B-00310,방호벽 경사버팀보 해체작업 중 절단된 경사버팀보 도괴," 가시설인 방호벽 해체작업을 위해 작업반장이 산소용접기로 절단한 경사버팀보(H-250×250×9×14, L=4.6m)가 도괴되면서 주변정리를 위해 지나가던 피재자의 두부를 강타하여 사망한 재해임.  ","방호벽 경사버팀보 해체작업 중 절단된 경사버팀보 도괴, 가시설인 방호벽 해체작업을 위해 작업반장이 산소용접기로 절단한 경사버팀보(H-250×250×9×14, L=4.6m)가 도괴되면서 주변정리를 위해 지나가던 피재자의 두부를 강타하여 사망한 재해임.  "
311,AC-B-00311,고소작업차 탑승설비에서 교량 슬래브 거푸집 해체작업 중 추락, 피재자가 고소작업차의 탑승설비에서 교량 슬래브 하부의 거푸집 해체작업을 진행하던 중 높이 약 3m아래 지상으로 추락하여 사망한 재해임.  ,"고소작업차 탑승설비에서 교량 슬래브 거푸집 해체작업 중 추락, 피재자가 고소작업차의 탑승설비에서 교량 슬래브 하부의 거푸집 해체작업을 진행하던 중 높이 약 3m아래 지상으로 추락하여 사망한 재해임.  "
312,AC-B-00312,천장하부 케이블 설치작업 중 고소작업대 전도," 천장 철골보 하부에 가설전선 케이블을 지지시키기 위해 피재자가 고소작업대에 탑승하여 체인블록으로 케이블을 인양하고 천장 로우프에 묶은 후 체인블록을 해체하는 과정에서, 케이블 지지용 로우프가 풀리면서 낙하하여 고소작업대 측면 난간대에 묶어놓은 케이블(L=10m,약84kg)에 의해 고소작업대가 전도되면서 약 7.2m아래 콘크리트 바닥으로 추락ㆍ사망한 재해임.  ","천장하부 케이블 설치작업 중 고소작업대 전도, 천장 철골보 하부에 가설전선 케이블을 지지시키기 위해 피재자가 고소작업대에 탑승하여 체인블록으로 케이블을 인양하고 천장 로우프에 묶은 후 체인블록을 해체하는 과정에서, 케이블 지지용 로우프가 풀리면서 낙하하여 고소작업대 측면 난간대에 묶어놓은 케이블(L=10m,약84kg)에 의해 고소작업대가 전도되면서 약 7.2m아래 콘크리트 바닥으로 추락ㆍ사망한 재해임.  "
313,AC-B-00313,인양 중이던 철골빔이 안전대 부착설비를 가격하여 추락, 철골공인 피재자가 공장 지붕 철골조립작업을 위해 철골보 상부에서 이동식크레인으로 인양된 철골빔을 설치위치로 유도하던 중 철골빔이 안전대 부착설비를 가격하면서 그 충격으로 수평구명줄의 고정부가 지주로부터 풀리면서 피재자가 약 22m아래 지상바닥으로 추락ㆍ사망한 재해임  ,"인양 중이던 철골빔이 안전대 부착설비를 가격하여 추락, 철골공인 피재자가 공장 지붕 철골조립작업을 위해 철골보 상부에서 이동식크레인으로 인양된 철골빔을 설치위치로 유도하던 중 철골빔이 안전대 부착설비를 가격하면서 그 충격으로 수평구명줄의 고정부가 지주로부터 풀리면서 피재자가 약 22m아래 지상바닥으로 추락ㆍ사망한 재해임  "
314,AC-B-00314,크레인 하선작업 중 차도선과 함께 해상으로 침몰," 수중 석축 공사용 크레인의 하선 작업 진행 도중, 차도선(카-훼리선)이 균형을 잃고 크레인과 함께 해상으로 전복？침몰하여 선장 등 3명이 익사한 재해임.  ","크레인 하선작업 중 차도선과 함께 해상으로 침몰, 수중 석축 공사용 크레인의 하선 작업 진행 도중, 차도선(카-훼리선)이 균형을 잃고 크레인과 함께 해상으로 전복？침몰하여 선장 등 3명이 익사한 재해임.  "
315,AC-B-00315,Walkway 설치작업 중 이동식크레인 전도," 기존 블록조립장의 Walkway 설치를 위해 이동식크레인(25ton)으로 철판(2,800×7,400×3.2mm, 약 750kg)을 인양하여 붐을 선회하면서 신장하던 중 크레인이 전도되면서 블록 조립작업장에서 작업 중이던 피재자 2명을 가격하여 1명은 사망하고 1명은 부상한 재해임.  ","Walkway 설치작업 중 이동식크레인 전도, 기존 블록조립장의 Walkway 설치를 위해 이동식크레인(25ton)으로 철판(2,800×7,400×3.2mm, 약 750kg)을 인양하여 붐을 선회하면서 신장하던 중 크레인이 전도되면서 블록 조립작업장에서 작업 중이던 피재자 2명을 가격하여 1명은 사망하고 1명은 부상한 재해임.  "
316,AC-B-00316,흙막이가시설 반출작업 중 버팀보 낙하," 피재자가 해체된 흙막이 가시설(H-형강)을 현장 외부로 반출하기 위해 이동식 크레인 운전원과 교신하던 중 볼트가 해체된 상태로 거치되어 있던 버팀보(L=10M, 300×300×10×15mm)가 낙하하면서 피재자의 안면부를 강타하여 사망한 재해임.  ","흙막이가시설 반출작업 중 버팀보 낙하, 피재자가 해체된 흙막이 가시설(H-형강)을 현장 외부로 반출하기 위해 이동식 크레인 운전원과 교신하던 중 볼트가 해체된 상태로 거치되어 있던 버팀보(L=10M, 300×300×10×15mm)가 낙하하면서 피재자의 안면부를 강타하여 사망한 재해임.  "
317,AC-B-00317,관로 매설작업 중 굴착법면 붕괴," 농로 수직굴착(깊이 약2.7m, 폭 약 1～1.5m) 저면에 상수도관 부설작업을 진행하던 과정에서 배관설치 및 접합작업을 마치고 올라오려던 중 굴착법면의 상단 지반이 붕괴되면서 피재자가 매몰되어 사망한 재해임.  ","관로 매설작업 중 굴착법면 붕괴, 농로 수직굴착(깊이 약2.7m, 폭 약 1～1.5m) 저면에 상수도관 부설작업을 진행하던 과정에서 배관설치 및 접합작업을 마치고 올라오려던 중 굴착법면의 상단 지반이 붕괴되면서 피재자가 매몰되어 사망한 재해임.  "
318,AC-B-00318,낙하물방지망 설치작업 중 추락," 피재자가 낙하물방지망 설치작업을 진행하던 중 발코니 턱에 매입된 낙하물방지망 지지용 앵커가 탈락하면서, 피재자가 약 21.5m아래 지상 바닥으로 추락하여 사망한 재해임.  ","낙하물방지망 설치작업 중 추락, 피재자가 낙하물방지망 설치작업을 진행하던 중 발코니 턱에 매입된 낙하물방지망 지지용 앵커가 탈락하면서, 피재자가 약 21.5m아래 지상 바닥으로 추락하여 사망한 재해임.  "
319,AC-B-00319,지하주차장 경사 슬래브 콘크리트타설 중 붕괴[대형중대사고], 피재자가 지하주차장 경사 슬래브에 콘크리트를 타설하는 과정에서 슬래브 거푸집의 변형ㆍ침하 등의 이상유무를 점검하던 중 거푸집동바리(최대층고 약 7.5m)가 붕괴되면서 매몰되어 사망한 재해임.  ,"지하주차장 경사 슬래브 콘크리트타설 중 붕괴[대형중대사고], 피재자가 지하주차장 경사 슬래브에 콘크리트를 타설하는 과정에서 슬래브 거푸집의 변형ㆍ침하 등의 이상유무를 점검하던 중 거푸집동바리(최대층고 약 7.5m)가 붕괴되면서 매몰되어 사망한 재해임.  "
320,AC-B-00320,데크플레이트 상부 철근 과적재로 붕괴[대형중대사고]," 데크 플레이트 상부에 철근이 과적재(전체 약 16ton, 집중 약 4ton)됨에 따라 보 측면 거푸집(유로폼＋각재)이 상재하중을 지탱하지 못하고 벌어지면서 슬래브가 붕괴되어 슬래브 상부에서 작업 중이던 피재자 3명이 약 8.4m아래 지상 바닥으로 추락, 1명이 사망하고 2명이 부상한 재해임.  ","데크플레이트 상부 철근 과적재로 붕괴[대형중대사고], 데크 플레이트 상부에 철근이 과적재(전체 약 16ton, 집중 약 4ton)됨에 따라 보 측면 거푸집(유로폼＋각재)이 상재하중을 지탱하지 못하고 벌어지면서 슬래브가 붕괴되어 슬래브 상부에서 작업 중이던 피재자 3명이 약 8.4m아래 지상 바닥으로 추락, 1명이 사망하고 2명이 부상한 재해임.  "
321,AC-B-00321,배전간선용 관로 교체작업 중 법면토사 붕괴[대형중대사고], 피재자가 배전간선의 관로(Ø200mm) 파손부위를 교체하기 위해 굴착부위(폭2.5m×너비6m×깊이4.9m) 저면에서 작업 후 상부로 이동하려던 중 하천 제방측 터파기 사면의 일부(약 16㎥)가 붕괴되면서 매몰되어 2명이 사망하고 1명이 부상한 재해임.  ,"배전간선용 관로 교체작업 중 법면토사 붕괴[대형중대사고], 피재자가 배전간선의 관로(Ø200mm) 파손부위를 교체하기 위해 굴착부위(폭2.5m×너비6m×깊이4.9m) 저면에서 작업 후 상부로 이동하려던 중 하천 제방측 터파기 사면의 일부(약 16㎥)가 붕괴되면서 매몰되어 2명이 사망하고 1명이 부상한 재해임.  "
322,AC-B-00322,터널 숏크리트 타설작업 중 암반 낙하, 고속도로 건설공사 터널 현장에서 막장 숏크리트 타설 작업을 진행하던 중 1차 숏크리트 타설과 Rock Bolt 시공이 완료된 선행 막장 천단부 암반(약11.3㎥)이 낙하하면서 숏크리트 장비의 작업대에 탑승하여 작업 중이던 피재자를 덮쳐 사망한 재해임.  ,"터널 숏크리트 타설작업 중 암반 낙하, 고속도로 건설공사 터널 현장에서 막장 숏크리트 타설 작업을 진행하던 중 1차 숏크리트 타설과 Rock Bolt 시공이 완료된 선행 막장 천단부 암반(약11.3㎥)이 낙하하면서 숏크리트 장비의 작업대에 탑승하여 작업 중이던 피재자를 덮쳐 사망한 재해임.  "
323,AC-B-00323,로우더 후진 중 신호수 충돌, 피재자가 덤프트럭의 신호를 위하여 토취장 내 크러셔 투입구 앞에 서 있던 중 후진하는 로우더(버켓용량 3.8㎥)에 충돌하여 사망한 재해임.  ,"로우더 후진 중 신호수 충돌, 피재자가 덤프트럭의 신호를 위하여 토취장 내 크러셔 투입구 앞에 서 있던 중 후진하는 로우더(버켓용량 3.8㎥)에 충돌하여 사망한 재해임.  "
324,AC-B-00324,옹벽 콘크리트 타설 중 강재거푸집 전도, 피재자 2명이 옹벽 상단에서 콘크리트 타설작업을 진행하던 중 콘크리트 측압을 이기지 못하고 벽체로부터 탈락된 강재거푸집이 전도되면서 약 10m아래 지상바닥으로 추락하여 1명이 사망하고 1명이 부상한 재해임 .  ,"옹벽 콘크리트 타설 중 강재거푸집 전도, 피재자 2명이 옹벽 상단에서 콘크리트 타설작업을 진행하던 중 콘크리트 측압을 이기지 못하고 벽체로부터 탈락된 강재거푸집이 전도되면서 약 10m아래 지상바닥으로 추락하여 1명이 사망하고 1명이 부상한 재해임 .  "
325,AC-B-00325,이동식 사다리로 오르던 중 추락, 피재자가 정화조 내부 방수작업 완료 후 정화조 개구부에 거치해 둔 이동식사다리를 통해 상부 관리층으로 오르던 중 몸의 중심을 잃고 약 4.5m 아래 정하조 바닥으로 추락ㆍ사망한 재해임.  ,"이동식 사다리로 오르던 중 추락, 피재자가 정화조 내부 방수작업 완료 후 정화조 개구부에 거치해 둔 이동식사다리를 통해 상부 관리층으로 오르던 중 몸의 중심을 잃고 약 4.5m 아래 정하조 바닥으로 추락ㆍ사망한 재해임.  "
326,AC-B-00326,아파트 외벽 도장작업 중 추락, 도장공인 피재자가 달비계 위에서 아파트 계단실 외부 계단창호 손도장 작업을 진행하던 중 앉아있던 달비계에서 몸의 중심을 잃고 약 30m아래 바닥으로 추락ㆍ사망한 재해임.  ,"아파트 외벽 도장작업 중 추락, 도장공인 피재자가 달비계 위에서 아파트 계단실 외부 계단창호 손도장 작업을 진행하던 중 앉아있던 달비계에서 몸의 중심을 잃고 약 30m아래 바닥으로 추락ㆍ사망한 재해임.  "
327,AC-B-00327,굴착저면에서 상수도관 용접작업 중 법면 붕괴," 설비공인 피재자가 수직 굴착(H≒2.6m, B≒3.6m) 저면에서 상수도관 연결을 위해 용접작업을 수행하던 중 굴착법면의 토사(약 2㎥) 붕괴로 매몰되어 사망한 재해임.  ","굴착저면에서 상수도관 용접작업 중 법면 붕괴, 설비공인 피재자가 수직 굴착(H≒2.6m, B≒3.6m) 저면에서 상수도관 연결을 위해 용접작업을 수행하던 중 굴착법면의 토사(약 2㎥) 붕괴로 매몰되어 사망한 재해임.  "
328,AC-B-00328,교량 기둥상부 거푸집 해체작업 중 거푸집이 탈락되어 추락, 피재가 교각 기둥의 강재 거푸집 작업발판 위에서 거푸집 해체작업을 진행하던 중 거푸집이 탈락되면서 거푸집과 함께 추락ㆍ사망한 재해임.  ,"교량 기둥상부 거푸집 해체작업 중 거푸집이 탈락되어 추락, 피재가 교각 기둥의 강재 거푸집 작업발판 위에서 거푸집 해체작업을 진행하던 중 거푸집이 탈락되면서 거푸집과 함께 추락ㆍ사망한 재해임.  "
329,AC-B-00329,말비계 위에서 배관설치작업 중 추락," 피재자가 카리프트 출입구 단부에 인접한 말비계 위에서 벽면의 컴프레셔 에어배관 설치작업을 진행하는 과정에서, 바닥에 떨어진 고정용 볼트를 집으려다 실족하여 카르프트 출입구를 통해 약 5.6m 아래 지하 1층 바닥으로 추락ㆍ사망한 재해임.  ","말비계 위에서 배관설치작업 중 추락, 피재자가 카리프트 출입구 단부에 인접한 말비계 위에서 벽면의 컴프레셔 에어배관 설치작업을 진행하는 과정에서, 바닥에 떨어진 고정용 볼트를 집으려다 실족하여 카르프트 출입구를 통해 약 5.6m 아래 지하 1층 바닥으로 추락ㆍ사망한 재해임.  "
330,AC-B-00330,시스템폼 인양작업 중 섬유벨트에서 탈락ㆍ낙하, 피재자 2명이 시스템폼 인양을 위해 섬유벨트를 시스템폼의 수직재와 수평재 사이로 감아 타워크레인으로 인양하던 중 시스템폼의 긴결용 클램프에 하중이 집중되면서 클램프가 파단되었고 이로 인해 시스템폼이 낙하하면서 인접 벽체 작업발판상에 있던 피재자 2명을 가격하여 1명은 사망하고 1명은 부상한 재해임.  ,"시스템폼 인양작업 중 섬유벨트에서 탈락ㆍ낙하, 피재자 2명이 시스템폼 인양을 위해 섬유벨트를 시스템폼의 수직재와 수평재 사이로 감아 타워크레인으로 인양하던 중 시스템폼의 긴결용 클램프에 하중이 집중되면서 클램프가 파단되었고 이로 인해 시스템폼이 낙하하면서 인접 벽체 작업발판상에 있던 피재자 2명을 가격하여 1명은 사망하고 1명은 부상한 재해임.  "
331,AC-B-00331,대형거푸집 설치작업 중 수직철근 낙하," 지하층 옹벽 철근 배근작업 완료 후 타워크레인으로 대형거푸집(4.5×6m, 약 1ton)을 인양하여 쌍줄비계와 옹벽철근 사이(폭 약40cm)에 넣어 설치하는 과정에서 대형거푸집이 옹벽철근에 부딪치면서 높이 약 3.7m의 수직철근(3.9m, 6kg)이 낙하하여 피재자를 가격ㆍ사망한 재해임 .  ","대형거푸집 설치작업 중 수직철근 낙하, 지하층 옹벽 철근 배근작업 완료 후 타워크레인으로 대형거푸집(4.5×6m, 약 1ton)을 인양하여 쌍줄비계와 옹벽철근 사이(폭 약40cm)에 넣어 설치하는 과정에서 대형거푸집이 옹벽철근에 부딪치면서 높이 약 3.7m의 수직철근(3.9m, 6kg)이 낙하하여 피재자를 가격ㆍ사망한 재해임 .  "
332,AC-B-00332,비계 작업발판 위에서 타일작업 중 추락, 타일보조공인 재해자가 건물 중정부에 설치된 비계상의 작업발판 위에서 타일 부착작업을 진행하던 중 실족하여 약 22.2m아래 콘크리트 바닥으로 추락ㆍ사망한 재해임.  ,"비계 작업발판 위에서 타일작업 중 추락, 타일보조공인 재해자가 건물 중정부에 설치된 비계상의 작업발판 위에서 타일 부착작업을 진행하던 중 실족하여 약 22.2m아래 콘크리트 바닥으로 추락ㆍ사망한 재해임.  "
333,AC-B-00333,벽체 거푸집 상부에서 타설된 콘크리트 마감작업 중 추락, 피재자 2명이 방화벽 거푸집 위에서 콘크리트 타설 완료 후 면정리 및 덮개설치 작업을 진행하던 중 동시에 약 2.9m 아래 콘크리트 바닥으로 추락하여 1명은 사망하고 1명은 부상한 재해임.  ,"벽체 거푸집 상부에서 타설된 콘크리트 마감작업 중 추락, 피재자 2명이 방화벽 거푸집 위에서 콘크리트 타설 완료 후 면정리 및 덮개설치 작업을 진행하던 중 동시에 약 2.9m 아래 콘크리트 바닥으로 추락하여 1명은 사망하고 1명은 부상한 재해임.  "
334,AC-B-00334,고소작업차로 교량 안전방망 해체작업 중 전도," 교량 강교 Box Girder 하부에 설치되어 있던 안전방망을 고소작업차를 사용하여 해체하던 중 고소작업차가 전도되면서 작업대에 탑승하고 있던 피재자가 작업대와 함께 추락하여 1명이 사망하고, 1명이 부상당한 재해임.  ","고소작업차로 교량 안전방망 해체작업 중 전도, 교량 강교 Box Girder 하부에 설치되어 있던 안전방망을 고소작업차를 사용하여 해체하던 중 고소작업차가 전도되면서 작업대에 탑승하고 있던 피재자가 작업대와 함께 추락하여 1명이 사망하고, 1명이 부상당한 재해임.  "
335,AC-B-00335,아파트 발코니에서 윈치로 창호틀 인양 중 난간 탈락과 함께 추락, 창호공인 피재자가 창호설치를 위하여 발코니 난간에 윈치를 설치한 후 창호틀을 인양하던 중 발코니 난간이 탈락되면서 약 40m아래 지상으로 추락ㆍ사망한 재해임.  ,"아파트 발코니에서 윈치로 창호틀 인양 중 난간 탈락과 함께 추락, 창호공인 피재자가 창호설치를 위하여 발코니 난간에 윈치를 설치한 후 창호틀을 인양하던 중 발코니 난간이 탈락되면서 약 40m아래 지상으로 추락ㆍ사망한 재해임.  "
